gene	avgTPM	avgFPKM
Gm22200	0	0
Gm24057	0	0
Gm24056	0	0
Gm24054	0	0
Gm24053	0	0
Gm24051	0	0
Gm24050	0	0
Gm25713	0	0
Gm25714	0	0
Gm25715	0	0
Gm25716	0	0
Snora78	0	0
Gm25717	0	0
Gm25718	0	0
Gm25711	0	0
Gm25712	0	0
Mir1929	0	0
Mir669n	0	0
Gm22893	0	0
Gm22892	0	0
Gm22889	0	0
Gm22888	0	0
Gm22891	0	0
Gm22890	0	0
Mir1961	0	0
Gm26468	0	0
Gm24551	0	0
Gm24552	0	0
Gm24549	0	0
Gm24550	0	0
Gm24547	0	0
Gm24548	0	0
Gm24545	0	0
Gm24546	0	0
Gm24553	0	0
Gm24554	0	0
Gm26025	0	0
Scarna6	472.855	823.7
Gm26024	0	0
Gm26029	0	0
Gm26028	0	0
Gm24277	0	0
Gm22944	0	0
Gm26022	0	0
Gm26021	0	0
Gm23207	0	0
Gm23208	0	0
Gm23209	0	0
Gm23210	0	0
Mir2139	0	0
Gm23205	0	0
Gm24634	0	0
Gm24636	0.145	0.265
Gm24637	0	0
Gm24841	0	0
Gm26208	0	0
Gm24844	0	0
Gm26210	0	0
Gm24842	0	0
Gm24843	0	0
Gm24837	0	0
Gm24838	0	0
Gm23181	0	0
Gm23180	0	0
Gm22257	0.045	0.08
Gm23182	0	0
Gm23185	0	0
Gm22261	0	0
Snord123	0	0
Gm23179	0	0
Gm25976	0	0
Gm22523	0	0
Gm25977	0	0
Gm25978	0	0
Mir1936	0	0
Gm25974	0	0
Gm25975	0	0
Gm24345	0	0
Gm24343	0	0
Gm24349	0	0
Gm24348	0	0
Gm24347	0	0
Gm24346	0.875	1.545
Gm22262	0	0
Gm22668	0	0
Gm22666	0	0
Gm22667	0.15	0.265
Gm22664	0	0
Gm22665	0	0
Gm22663	0	0
Gm22669	0	0
Gm22670	0	0
Gm25487	0	0
Gm25486	0	0
Gm25489	0	0
Gm25488	0	0
Mir2137	0	0
Gm25491	0	0
Gm25490	0	0
Gm23821	0	0
Gm23822	0	0
Gm23823	0	0
Gm23824	0	0
Gm23819	0	0
Gm22140	0	0
Mir1938	0	0
Gm22139	0	0
Gm22138	0	0
Snord107	0	0
Gm22136	0.06	0.105
Gm22135	0	0
Gm24677	0	0
Gm24678	0	0
Gm24675	0	0
Gm24676	0	0
Gm24680	0	0
Gm24681	0	0
Gm24679	0	0
Gm24682	0	0
Gm23021	0	0
Gm23020	0.065	0.12
Gm23023	0	0
Gm23022	0	0
Gm23025	0	0
Gm23024	0	0
Gm23027	0	0
Gm23026	0	0
Gm23028	0	0
Gm23312	0	0
Gm24880	0	0
Gm24877	0	0
Gm24876	0	0
Mir2136	0	0
Gm24878	0	0
Gm24885	0	0
Gm24884	0	0
Gm22014	0	0
Gm22013	0	0
Gm22010	0	0
Gm22011	0	0
Gm22116	0	0
Gm22009	234.92	401.735
Gm22016	0	0
Gm27934	0	0
Gm26008	0	0
Gm26007	0	0
Mir1930	0	0
Gm26006	0	0
Gm26005	0	0
Gm26004	0	0
Gm23196	0	0
Mir1966	0	0
Gm23197	0	0
Gm23198	0	0
Gm23199	0	0
Gm23194	0	0
Gm23195	0	0
Gm22527	0	0
Gm22529	0	0
Gm22528	0	0
Gm22531	0	0
Gm22530	0	0
Gm22533	0.11	0.195
Gm22532	0	0
Gm24225	0	0
Gm24226	0	0
Gm24223	0	0
Gm24224	0.065	0.115
Gm24228	0	0
Gm24229	0	0
Gm24221	0	0
Gm24222	0	0
Gm23699	0	0
Gm23698	0	0
Gm23149	0	0
Gm23703	0	0
Gm23702	0	0
Gm23700	0	0
Gm27649	0	0
Gm23704	0	0
Gm25366	0	0
Gm25367	0	0
Gm25368	0	0
Gm25369	0	0
Gm25363	0.385	0.645
Gm25364	0	0
Gm25365	0	0
Gm25362	0	0
Gm24739	0	0
Gm24738	0	0
Gm24741	0	0
Gm24735	0	0
Gm24734	0	0
Gm24737	0	0
Gm24736	0	0
Gm24733	0	0
Gm24732	0	0
Gm26362	0	0
Gm26363	0	0
Gm26361	0	0
Gm26360	0	0
Gm26359	0	0
Gm25643	0	0
Gm23479	0	0
Gm23475	0	0
Gm23476	0	0
Gm23477	0	0
Gm23473	0	0
Gm23474	0	0
Gm25307	0	0
Gm26287	0	0
Gm24875	0	0
Gm26291	0	0
Gm26290	0	0
Gm24899	0	0
Gm23831	0	0
Gm22326	0	0
Gm22327	0	0
Gm23833	0.645	1.07
Gm22324	0	0
Gm22325	0	0
Gm25163	0	0
Gm25162	0	0
Gm25164	0	0
Gm25166	0	0
Scarna3a	144.115	254.61
Gm25161	0	0
Gm25160	0	0
Gm25834	0	0
Gm25835	55173.745	95073.41
Gm25836	0	0
Gm25837	0	0
Gm25838	0	0
Gm25839	0	0
Gm25830	0	0
Gm25831	0	0
Gm24179	0	0
Gm24178	0	0
Gm24177	0	0
Gm24176	0	0
Mir1933	0	0
Gm24175	0	0
Gm24174	0	0
Gm24668	0	0
Gm24669	0	0
Gm24666	0	0
Gm24667	0	0
Gm24664	0	0
Mir669m-1	0	0
Gm23008	0	0
Gm23005	0	0
Gm23007	0	0
Gm25971	0	0
Gm23340	0	0
Gm23341	0	0
Gm23342	0	0
Gm23337	0	0
Gm23338	0	0
Gm25348	0	0
Gm23339	0	0
Gm23548	0	0
Gm23343	0	0
Gm26160	0	0
Gm24352	0	0
Gm26159	0	0
Nron	0	0
Gm24976	0	0
Gm26158	0	0
Gm26157	0	0
Gm22094	0	0
Gm23059	0	0
Gm22093	0	0
Gm22501	0	0
Gm22500	0	0
Gm22503	0	0
Gm22095	0	0
Gm23773	0	0
Gm22708	0	0
Gm23504	0	0
Gm23505	0	0
Gm23774	0	0
Gm23775	0	0
Scarna10	369.225	631.365
Gm23776	0	0
Gm23777	0	0
Gm25445	0.045	0.08
Gm25447	0	0
Gm25444	0	0
Gm25443	0	0
Gm16228	0.01	0.02
Gm9727	0.33	0.545
Gm6903	0	0
Gm16326	0.05	0.09
A230009B12Rik	0.035	0.06
Nat8b-ps	0	0
Gm16559	0	0
1700058P15Rik	0.075	0.135
Gm2862	0.155	0.26
Gm6397	0	0
Gm16566	0	0
Gm16301	0.33	0.575
Gm5766	0	0
Gm15796	0	0
Gm2245	0.02	0.035
Gm15790	0.155	0.26
Gm16353	0.03	0.055
Gm16025	0.01	0.015
Gm15841	0	0
Ear-ps12	0	0
Gm16004	0	0
Gm16271	0	0
Gm16585	0.13	0.22
Gm3470	1	1.695
Mia	4.92	8.6
Gm14057	0.57	0.955
Gm15651	0.22	0.38
Gm12494	0	0
Fcor	2.6	4.44
Gm16269	0	0
Gm15914	0	0
Tnfsf13	1.975	3.4
Gm16581	0.2	0.34
Gm16537	0.05	0.08
Gm16546	0.595	1.035
Ugt1a8	0.01	0.02
Agxt2	0	0
Gm16299	0.26	0.445
Gm15722	0.015	0.025
Bcl2l2	1.445	2.47
4930570N18Rik	0.04	0.065
Gm14163	0	0
Gm9017	0	0
Mnd1-ps	0.03	0.05
Rab42	0.19	0.315
Gm4982	0.05	0.085
Gm16569	0	0
Nat8f7	0.005	0.01
Gm15946	0.025	0.045
Gm4778	0.67	1.15
Gm15947	0.01	0.015
Gm2541	1.25	2.08
Gm1992	0	0
Gm2343	0	0
Gm15978	0.02	0.04
Gm16568	0.56	0.955
Gm15833	0.015	0.03
Galnt2	10.31	17.495
Gm15970	0	0
B230216N24Rik	0.06	0.105
Slain1os	0.005	0.01
5330439A09Rik	0	0
Gm16262	0	0
Gm15810	0	0
Gm16240	0	0
Gm15889	0	0
Gm16564	0	0
Gm16092	0.005	0.005
Cbx6	6.27	10.695
Gm6264	0.105	0.18
Olfr275	0.01	0.015
2310075C17Rik	0	0
Gm15758	0.03	0.05
Cd300ld5	0	0
Gm16117	0	0
Krtap4-8	0	0
Mir17hg	9.405	16.355
Klra8	0	0
Clec2f	0	0
Gm16552	0.09	0.15
1700007P06Rik	0	0
Gm10013	0.01	0.02
Olfr1117-ps1	0	0
Gm15628	0	0
Gm8428	0.015	0.02
Tgfbr3l	0.275	0.475
Gm15688	0	0
Gm20431	6.93	11.875
Gm15898	0.015	0.025
Gm16226	0	0
Gm16146	0	0
1810008B01Rik	0.01	0.015
Gm3513	0.255	0.45
Matr3-ps2	0.01	0.015
Gm11357	0	0
Cd300ld2	0	0
Ear-ps7	0	0
0610012D04Rik	0	0
Zfp966	6.375	10.815
Gm16334	0.025	0.04
3632454L22Rik	0.05	0.09
D030046N08Rik	0.04	0.065
Vmn2r-ps111	0	0
Ier5l	3.32	5.62
Gm16580	1.8	3.055
Gm16538	0.415	0.72
4930556I23Rik	0	0
Tmsb15b1	2.205	3.725
Gm16574	0.195	0.325
Gm16311	0	0
Skint1	0	0
Slc5a3	2.97	5.065
Gm16270	0.075	0.13
Gm15684	0	0
Gm15641	0	0
Gm16306	0	0
Gm15756	0	0
Gm3531	9.035	15.135
Gm454	0	0
Slc25a5-ps	0	0
Gm15825	0.01	0.015
Rdh1	0.24	0.405
Gm16588	0	0
Gm3555	0.43	0.73
Gm16571	0	0
Gm16112	0	0
Gm16337	0	0
Hmgb3-ps	0	0
Gm16575	0.06	0.11
Gm16118	0	0
1700028K03Rik	0.135	0.23
Rps19-ps10	0	0
Gm16107	0	0
Gm10171	6.9	11.38
Gm16136	0.53	0.89
Gm16570	2	3.465
Gm16298	0.025	0.04
Gm7241	0.32	0.545
Rasgef1b	0.005	0.005
Gm16536	0.795	1.365
Gm16138	0.05	0.085
Gm15867	0.06	0.1
Gm15310	0.155	0.26
Gm5083	0	0
Ear-ps8	0	0
Gm7162	0.015	0.03
Gm15950	0.135	0.23
Gm15679	0	0
Gm15775	0.105	0.175
Efhd1os	0.035	0.065
Gm15759	0	0
Rbm12	5.055	8.59
Gm16560	0.025	0.045
1700023H06Rik	0.52	0.895
Gm16300	0	0
Gm16565	0.01	0.015
Gm15749	0	0
Gm15508	0	0
Shkbp1	7.66	13.2
Fhitos	0	0
Gm16303	0	0
Gm7097	0	0
Gm16290	0	0
Npcd	1.495	2.59
Gm2962	2.41	4.015
Rps19-ps11	0.095	0.165
Gm4491	0	0
Pitpnm2os2	0.02	0.035
A530032D15Rik	0.04	0.07
Timm10b	19.31	33.04
Runx2os2	0.01	0.02
Gm16579	0	0
Gm16133	0.015	0.03
Zfp882	1.47	2.51
Gm13769	0.01	0.015
Gm16139	0	0
Umad1	0.45	0.765
Gm44503	0.01	0.015
Gm15699	0	0
Gm16134	0	0
Gm15562	0.075	0.125
Speer4cos	0.19	0.33
Rps6kc1	4.63	7.945
Mup13	0	0
9230117E06Rik	0.04	0.065
Etohd2	0.16	0.275
Tmem102	0.32	0.545
Gm16102	0.05	0.085
4930448H16Rik	0	0
Gm16280	0.055	0.1
Gm3355	0.02	0.035
Gm16296	0	0
Gm16184	0.11	0.19
4930428N03Rik	0	0
Gm16547	0	0
0610040B10Rik	0.345	0.58
Gm16055	0.015	0.025
Gm16561	0.18	0.325
Olfr1199	0	0
Gm9141	0.04	0.07
Gm15524	0	0
Gm14199	0.02	0.035
Tbc1d22bos	0.03	0.05
Gm8113	0.245	0.42
Gm13625	0.225	0.385
Gm15664	0	0
Gm16563	0	0
Gm6428	0	0
Gm16169	0	0
Gm16558	0.155	0.275
Gm16164	0	0
Gm16113	0.065	0.105
Mfsd14a	27.59	47.245
4930486I03Rik	0	0
Gm16160	0.02	0.035
Uckl1	5.945	10.235
Gm43517	0.02	0.03
Gm15689	0	0
Gm15734	0.005	0.015
Gm16539	0	0
Bcl2a1b	0.12	0.205
Gm8459	0	0
Gm16114	0	0
Gm16101	0	0
4930473D10Rik	0	0
Gm16343	0	0
Gm16199	4.12	6.86
Gm7281	0	0
Gm15744	0.255	0.41
Gm4117	0	0
Gm16168	0	0
Pira2	0	0.005
Ugt1a5	0	0
Pakap	1.605	2.735
Gm15509	0	0
Far2os1	0	0
Gm16137	0.13	0.225
Gm16215	0.045	0.085
Gm14435	1.415	2.385
4933413C19Rik	0.045	0.08
Rnf224	0.035	0.06
Gm16553	0	0
A830011K09Rik	0	0
Gm16165	0.02	0.035
Gm16268	0.045	0.08
Ugt1a1	0	0
Gm16567	0.19	0.325
Rhox11-ps3	0	0
Gm16582	0	0
Gm16236	0.925	1.58
Gm16030	0	0
Gm16550	0	0
Nckap5los	0.015	0.025
Gm16318	0	0
Vmn1r190-ps	0	0
Gm7420	0.125	0.215
Gm2389	0.195	0.35
Crb1-ps	0	0
Gm7568	0	0
2010320O07Rik	0	0
Fbxo24	0.335	0.575
Gpx2-ps1	0.045	0.075
Gm16238	0.045	0.08
Gm45713	0.375	0.645
Gm15852	0.01	0.015
Gm16332	0.095	0.165
G6pd2	0.005	0.01
Gm5822	0.13	0.22
Gm16239	0.075	0.125
Gm15716	0	0
Tmsb15b2	2.75	4.645
1810020O05Rik	0.03	0.05
Phtf1os	0.23	0.39
Gm6485	1.145	1.905
Ier3ip1	28.285	48.47
Gm9719	0	0
Gm16006	0	0
Gm15882	0	0
Gm16125	0.07	0.125
Gm16540	0.195	0.335
Gm16227	0	0
Rpl30-ps2	0	0
Gm16111	0	0
Gm16282	0	0
Gm16555	0	0
Gm6507	0.255	0.435
Gm15446	2.555	4.345
Gm16578	0	0
Gm16213	0	0
Gimap1	0.07	0.12
Gm6493	0.255	0.43
Gm16302	0.49	0.83
Gm16350	0.045	0.08
Gm15996	0.01	0.02
Gm15740	0.005	0.01
A430072P03Rik	0	0
4732440D04Rik	0.6	1.05
Gm16243	0.1	0.165
Gm15917	0	0
Galnt4	0.785	1.345
Gm15900	0.045	0.075
Gm16573	0	0
Gm15894	0.05	0.085
Gm16232	0	0
Gm16027	0.065	0.115
Gm8550	0.065	0.11
Gm16167	0.125	0.215
Gm16557	0	0
Gm16297	0	0
Runx2os3	0	0
Gm16339	0	0
Gm8194	0	0
Palm2	0.44	0.76
Gm15629	0	0
Gm16333	0.04	0.07
Olfr1062	0	0
Nwd2	0.01	0.015
Galnt6os	0	0
Dlx6os1	0	0.005
1110002E22Rik	0.005	0.015
Gm2976	0.11	0.19
E430024P14Rik	0.05	0.09
Gm16577	0	0
Cdk5r2	0.085	0.145
Gm13538	0	0
Gm6921	0.095	0.165
Gm16251	0.035	0.065
Lime1	8.365	14.415
Gm16147	0	0
Gm15849	0	0
Gm15872	0	0
Gm16587	0	0
Rnf8	5.23	8.96
Srpx	0.095	0.155
AI480526	5.85	10.02
Gm15939	0.04	0.065
Gm15934	0	0
Magea9-ps	0	0
Mup-ps16	0	0
Gm14399	7.77	13.14
Rpl29-ps1	0	0
Gm13757	0	0
Alms1-ps2	0.34	0.58
Gm8837	0	0
Ttbk2	1.28	2.185
Snhg9	1.93	3.18
Gm4985	0.01	0.02
Gm16094	0	0
Slmapos2	0.025	0.04
Gm15890	0.01	0.02
Gm15838	0	0
Gm11492	0.065	0.11
Ear-ps10	0	0
Cmc4	0.61	1.035
Gm16584	0	0
Shprh	4.75	8.065
Nhlrc4	0.035	0.06
Gm3076	0.045	0.08
Usp49	2.64	4.565
Gm15680	0	0
Gm16541	0.07	0.125
Gm16163	0.435	0.755
Gm8185	0	0
A730090N16Rik	0.31	0.53
Abhd12b	0.015	0.025
Kcne1l	0.135	0.23
Ugt1a7c	0.01	0.02
Pou3f1	1.625	2.805
4930519F09Rik	0.015	0.025
Gm16038	0	0
Olfr287	0.02	0.035
Gm16162	0	0
Cypt2	0.025	0.04
Gm15809	0.015	0.02
Gm10177	94.15	160.195
Uba52	778.825	1337.765
Gm3687	0	0
Gm614	0	0
Gm15795	0.015	0.03
Ugt1a6b	0.025	0.05
4930405H06Rik	0	0
Gm3329	0.045	0.09
Acad11	4.295	7.295
Gm16043	0	0
Gm16285	0	0
Gm16534	0.135	0.23
Gm8580	0	0
4930480K15Rik	0	0
Gm6808	0	0
Gm16231	0	0
BC035044	0.02	0.035
Ugt1a10	0	0
Ear10	0	0
D630014O11Rik	0	0.005
Ugt1a2	0	0
Fbxw10	0.205	0.355
Gm10612	0.08	0.14
Ugt1a9	0.005	0.01
Cd200r2	0.05	0.085
Gm16307	0	0
Ang-ps1	0	0
Gm15523	0	0
Gm7592	0.015	0.03
Gm7418	0.04	0.07
9230105E05Rik	0.005	0.005
Gm16556	0	0
Gm15995	0	0
Gm16161	0	0
Dnaja1-ps	0.03	0.05
Gm16029	0	0
1700025N21Rik	0.01	0.02
4930503B20Rik	0.01	0.015
AU015336	0	0
Tepp	0.16	0.275
4930524O07Rik	0.42	0.715
Gm15851	0	0
Itga10	0.28	0.465
Gm16050	0.02	0.035
Gm15647	0.015	0.02
Tmem189	10.535	18.06
Gm15657	0	0
Trim34b	0.125	0.215
Gm16549	0	0
Gm16116	0	0
4930516K23Rik	0	0
Pitpnm2os1	0.02	0.035
Ifi203-ps	0	0
Pcp4	0	0
Gm15974	0	0
Gm11559	0	0
Gm16110	0	0
Gm16554	0	0
Gm16289	0	0
Gm16315	0.03	0.055
Cfb	0.04	0.07
Gm16132	0.105	0.18
Gm16244	0.04	0.065
Car15	0.11	0.19
Gm16308	0	0
Rpl17-ps11	0.02	0.04
Gm16103	0.025	0.04
Gm16572	0	0
Gm17017	0	0
Bloc1s1	17.29	29.305
Gm14027	0.125	0.205
Gm3287	0	0
Gm16028	0.02	0.03
Gm1965	0	0
4921534H16Rik	0	0
Alms1-ps1	0.015	0.025
Gm4524	0.015	0.02
Churc1	15.27	25.99
Gm16545	0	0
2810442N19Rik	0.01	0.015
D730045A05Rik	0.045	0.07
Eif4ebp3	1.165	1.995
Gm9550	0	0
Mettl23	7.585	12.945
Gm5286	0.405	0.68
Gm17226	0	0
Mndal	0.02	0.035
Prr22	0.275	0.475
Gm8338	0	0
Gm17613	0.025	0.045
Tarbp1	2.46	4.23
Lrrc10b	0.065	0.11
Gm17152	0	0
Gm17034	0.085	0.145
Sult3a2	0	0
Gm17119	0.63	1.03
Gm7714	0	0
Vmn2r-ps3	0.005	0.01
Vmn2r99	0	0
Gm5459	0.04	0.075
Adh6-ps1	0	0
1700071M16Rik	0.04	0.065
Gm5174	0	0
2310050C09Rik	0	0
Vmn2r104	0.005	0.005
Gm17324	0.215	0.37
Gm17223	0	0
Gm4462	0.215	0.375
Gm17090	0.02	0.035
Gm5263	0	0
Dthd1	0	0
Gm17111	0.1	0.18
Gm17073	0	0
Gm17160	0	0
9130221H12Rik	1.325	2.27
Gm17199	0	0
Gm3216	0	0
Gm3025	0	0
Gm17149	0	0
Cfap97d2	0	0
Gm17081	0.02	0.035
Gm17217	0	0
Vmn2r46	0.005	0.005
Vmn1r5	0	0
Gm17148	0.22	0.37
Gm17204	0.06	0.105
Gm3972	0	0
Gm17555	0.015	0.025
Vmn2r-ps128	0.005	0.005
Teddm3	0.315	0.56
Gm17077	0	0
Gm2822	0	0.005
Vmn2r79	0.015	0.025
Gm3512	0.39	0.655
Gm3043	0	0
Gm17070	0	0
4933411K16Rik	0.14	0.24
Gm21989	0.635	1.09
Gm17232	0.13	0.23
Gm8229	0	0
Gm6158	1.68	2.805
Vmn2r58	0.01	0.015
Gm7316	0	0
Mir99ahg	0.045	0.07
Gm17056	0.02	0.035
Cdv3-ps	5.5	9.29
4930523C07Rik	0.055	0.085
Ighv5-8	0	0
Gm6536	0	0
Gm17096	0.995	1.715
Gm38399	0.5	0.855
Gm8362	0	0
Gm17058	0.01	0.015
Gm17402	0	0
Vmn1r174	0	0
Vmn2r94	0.01	0.015
Gm17225	0	0
Gm17271	0.065	0.115
Vmn2r75	0	0
Gm17455	0.105	0.18
1700049E17Rik2	0.085	0.15
Gm17651	0	0
Gm17192	0	0
Gm17076	0	0
Gm6133	0.01	0.015
Gm2431	0	0
4930571K23Rik	0	0
Gm17122	2.45	4.15
Gm17210	0.795	1.35
Gm17511	0.035	0.06
Iltifb	0	0
1700091H14Rik	0	0
Gm17140	0	0
Gm3091	0	0
Gm17043	0.005	0.01
Gm4613	0.31	0.535
Gm2840	0.05	0.09
Prr23a3	0.405	0.68
Gm4553	0	0
Gm3047	0.005	0.005
Gm9372	0.025	0.04
Gm6245	0.1	0.165
Gm17166	0	0
Gm5656	0	0
Gm2966	0	0
Gm3675	0	0
Gm17416	0	0
BC035947	0.015	0.025
Gm2888	0	0
Gm17415	0.355	0.605
Traj36	0	0
Gm17611	0.19	0.31
Gm17057	0.105	0.18
Gm3486	0.02	0.03
Sfta2	0.05	0.085
Gm3424	0.03	0.055
Krtap27-1	0	0
Rps11-ps1	1.58	2.71
Gm17061	0	0
Gypc	0.14	0.235
Gm5538	0	0
Gm8214	0.035	0.055
Gm4675	0.03	0.05
Gm8540	0	0
Gm4775	0	0
Gm9602	0.005	0.005
Gm6576	0.15	0.26
Cdr1	0	0
Gm8265	0.005	0.01
Rpl28-ps4	0	0
Prlh	0	0
A730015C16Rik	0.61	1.035
Gm17158	0	0
Snrpe	109.25	185.03
Gm8893	0	0
Olfr753-ps1	0	0
Gm17202	0.01	0.015
Gm17137	0.085	0.15
Gm17207	0.34	0.58
A430057M04Rik	0.43	0.75
4930405O22Rik	0.27	0.47
Gm17041	0.02	0.035
Vmn2r109	0	0
Traj61	0	0
Gm17055	0.02	0.035
Gm3027	0	0
Gm8323	0	0
Vmn2r6	0	0
Gm17024	2.135	3.65
Gm17169	0	0
4933406F09Rik	0.01	0.02
Gm9573	0	0
Gm17180	0	0
Gm17571	0	0
Gm3327	0	0
Gm8164	0	0
Gm5611	0.24	0.405
Gm17186	0	0
Gm17052	0.15	0.26
Gm17200	0	0
Gm3571	0.605	1.015
Gm8379	0	0
Vmn2r60	0	0
A930033H14Rik	0.05	0.085
Cfhr3	0	0
Gm17060	0.06	0.1
Gm20721	3.555	6.035
Tex9	7.09	12.22
Gm8356	0.005	0.005
Gm17083	0.025	0.05
Olfr180	0	0
Olfr456	0.01	0.015
Gm8126	0.005	0.01
Gm2951	0	0
Gm17069	0	0
Gm6189	1.17	1.995
Gm17028	0	0
Gm20425	0.475	0.79
Zfp712	0.12	0.205
Gm17182	0	0
Gm3453	0.205	0.345
Vmn2r120	0	0
Gm8114	0	0
Prss47	0.01	0.02
Zfp493	1.145	1.955
Gm17030	0	0
Vmn2r45	0	0
Gad1-ps	0	0.005
Gm765	0	0
Gm5067	0.46	0.805
Gm340	5.13	8.77
Gm17082	0.125	0.205
Olfr111	0	0
Gm3221	0	0
Gm3852	0	0
Gm17221	0	0
Atp6v1fnb	0.25	0.43
Vmn2r12	0.005	0.005
Gm8020	0	0
Gm3667	0.275	0.475
Gm17172	0	0
Trim43a	0.29	0.475
Apold1	0.045	0.075
Gm9071	0	0
Cyp4f40	0.06	0.095
Gm6486	0	0
Trp53-ps	0	0
Gm17233	0.11	0.19
Gm8237	0.045	0.07
Gm17196	0	0
Gm17173	0.01	0.015
Gm9513	0	0
Gm8127	0.035	0.065
Zscan4d	12.445	21.2
Vmn1r167	0	0
Gm3371	0	0
Gm17376	0	0
Gm8378	2.415	4.16
4930542C12Rik	0.08	0.14
Gm17421	0	0
Gm3956	0	0
Gm17420	0	0
Gm2959	0.015	0.025
4930579O11Rik	0	0
Rps27	246.76	421.01
Gm9593	0	0
Gm6788	0.055	0.1
Gm17727	0	0
Gm17079	0.005	0.01
Gm3008	0	0
Gm17213	0.01	0.02
Gm6871	15.905	27.275
Esp8	0.025	0.045
Gm21999	0	0
Vmn2r63	0	0
Rpl31-ps4	0	0
Gm17178	0	0
Gm17201	0.055	0.1
Vmn2r56	0.005	0.005
Gm3127	0	0
Ighv1-13	0	0
Gm2930	0	0
Vmn2r-ps69	0	0
Vmn2r74	0	0
Ccdc188	0	0
Gm3235	0.025	0.04
Gm17110	0.045	0.08
Igkv2-95-2	0	0
Traj60	0	0
Gm17116	0	0
Gm9597	0.045	0.075
Gm17377	0	0
Gm6650	0	0
Vmn1r60	0	0
Gm7346	0	0
Gm3141	0	0
Gm8046	0.03	0.05
Klhl33	0.03	0.055
Gm4862	0	0
Gm8074	0	0
Vmn2r70	0	0
Gm1758	0	0
Samd15	0.155	0.25
Gm6729	0	0
Gm4450	0.025	0.04
Trbj2-6	0	0
Gm8161	0	0
Olfr1344	0.035	0.065
Gm8297	0.005	0.005
Gm17094	0	0
1700092M07Rik	1.845	3.145
Myl6	191.905	325.54
Heatr4	0	0
Vmn2r-ps36	0	0
Gm17364	0	0
Gm4340	51.705	89.025
Gm17219	0.06	0.1
Gm17134	3.97	6.72
Arf4os	0.095	0.165
Rps13	195.995	331.9
A530084C06Rik	0.045	0.075
Vmn2r40	0	0
Gm17074	0.015	0.03
Trav9d-4	0	0
Gm3239	0.08	0.13
Gm17112	0	0
Olfr733	0	0
Hspa1b	2.73	4.625
Gm6904	0.01	0.015
Gm17065	0	0
Gm17428	0	0
D6Ertd527e	0.01	0.02
Vmn2r41	0	0
Olfr110	0	0
Gm44501	0.035	0.06
Gm3326	0.01	0.01
C030017D09Rik	0	0
Pabpc4l	0.985	1.715
1810064F22Rik	0.015	0.025
Gm17047	0	0
Synj2bp	4.95	8.395
Gm17705	0.065	0.105
Gm17147	0.81	1.415
Gm17212	0	0
F830016B08Rik	0.005	0.005
Ccdc71l	0.97	1.645
Gm3102	0	0
Vmn2r77	0	0
Olfr181	0	0
Gm17251	1.595	2.75
Gm17097	0.085	0.14
Gm7535	0.205	0.345
Lrrc32	0.115	0.195
Vmn2r8	0	0
Gm17655	1.64	2.785
Gm17206	0.045	0.085
Gm17203	0.005	0.01
Vmn2r116	0	0
Vmn2r61	0	0
Gm3978	0	0
Gm17162	0	0
Olfr718-ps1	0.045	0.07
Gm17042	0.005	0.01
Gm17197	0	0
Gm6647	0	0
Gm6153	0	0
Gm20458	0.225	0.405
Tcerg1l	0.175	0.295
Gm7244	0.03	0.05
Gm6872	0	0
Traj55	0	0
Vmn2r69	0	0
D630036H23Rik	0.085	0.145
Gm17472	0	0
Gm17107	0	0
Gm17187	0	0
Vmn1r34	0.105	0.175
Vmn1r1	0.02	0.035
Gm5244	0.035	0.065
Gm2878	0	0
Fam71a	0.005	0.01
Gm7502	0.125	0.22
Gm5828	0.11	0.185
Gm17300	74.34	130.915
Gm3115	0	0
Gm11107	0	0
Gm10722	0.015	0.025
Gm17063	0	0
Gm17660	0	0
Gm17661	0	0
Krtap20-2	0	0
Gm9359	0	0
Gm17720	0	0
Glyatl3	0.02	0.03
Vmn2r55	0.005	0.01
Gm8207	0	0
Gm1979	0.02	0.03
9330020H09Rik	0.8	1.35
Siglec15	0	0
Gm17538	2.665	4.535
Vmn2r14	0	0
Myocos	0	0
4930445B16Rik	0	0
1700030C10Rik	6.015	10.315
Vmn2r115	0	0
Gm21292	0	0
Gm17218	0	0
Gm17105	0.225	0.39
Prr23a1	0.09	0.155
Gm4535	0.335	0.565
Rpl6l	5.55	9.33
Ighv8-14	0	0
Kcnmb3	0.03	0.06
Gm17304	0	0
Gm17164	0	0
Gm4302	1.41	2.41
5830462I19Rik	0.13	0.225
Mrto4-ps2	1.865	3.22
Gm17622	0	0
Gm2832	0.085	0.14
Gm3138	0	0
Gm7991	0	0
Gm9064	0	0
Ccdc152	0.105	0.175
Gm8247	0	0
Gm17181	0	0
Iqcf6	0.05	0.09
Gm7945	0	0
Gm17109	0	0
Gm17108	0.415	0.725
Lgals1-ps2	0.05	0.09
Gm17124	0.005	0.01
Gm17175	0	0
Phf11c	0.225	0.385
Gm3077	0	0
4921509A06Rik	0	0
Gm3182	0.01	0.015
Gm17020	0	0
Vmn1r224	0.01	0.015
Proscos	0.21	0.35
Serpine3	0	0
Serpina3l-ps	0	0
Gm17545	0	0
Gm17133	0	0
Gm3962	0	0
Gm17036	0	0
Gm17120	0.045	0.075
Gm17677	0	0
9130204L05Rik	0.175	0.31
Gm15494	0	0
Gm5141	0.99	1.69
Gm17059	0.075	0.125
Gm3278	0	0
